"pmid","ct","cta","dt","t_start","t_end","j_NH3","air_temp"
1955,125.63,125.87,1.73,2020-11-23 18:52:00,2020-11-23 20:36:00,0.042438,6.856
1955,127.36,127.6,1.73,2020-11-23 20:36:00,2020-11-23 22:20:00,0.043221,7.123
1955,129.09,129.33,1.73,2020-11-23 22:20:00,2020-11-24 00:04:00,0.041741,7.28
1955,130.82,131.07,1.73,2020-11-24 00:04:00,2020-11-24 01:48:00,0.041264,6.872
1955,132.55,132.8,1.73,2020-11-24 01:48:00,2020-11-24 03:32:00,0.040547,7.402
1955,134.28,134.53,1.73,2020-11-24 03:32:00,2020-11-24 05:16:00,0.036789,7.467
1955,136.01,136.27,1.73,2020-11-24 05:16:00,2020-11-24 07:00:00,0.035868,7.925
1955,137.74,138,1.73,2020-11-24 07:00:00,2020-11-24 08:44:00,0.037592,8.78
1955,139.47,139.73,1.73,2020-11-24 08:44:00,2020-11-24 10:28:00,0.039478,9.24
1955,141.2,141.47,1.73,2020-11-24 10:28:00,2020-11-24 12:12:00,0.04173,9.8
1955,142.93,143.2,1.73,2020-11-24 12:12:00,2020-11-24 13:56:00,0.041561,10.02
1955,144.66,144.93,1.73,2020-11-24 13:56:00,2020-11-24 15:40:00,0.039887,9.95
1955,146.39,146.67,1.73,2020-11-24 15:40:00,2020-11-24 17:24:00,0.04,9.83
1955,148.12,148.4,1.73,2020-11-24 17:24:00,2020-11-24 19:08:00,0.040409,9.58
1955,149.85,150.13,1.73,2020-11-24 19:08:00,2020-11-24 20:52:00,0.036002,9.78
1955,151.58,151.87,1.73,2020-11-24 20:52:00,2020-11-24 22:36:00,0.032788,9.13
1955,153.31,153.6,1.73,2020-11-24 22:36:00,2020-11-25 00:20:00,0.033521,9.24
1955,155.04,155.33,1.73,2020-11-25 00:20:00,2020-11-25 02:04:00,0.033339,9.61
1955,156.77,157.07,1.73,2020-11-25 02:04:00,2020-11-25 03:48:00,0.029055,9.4
1955,158.5,158.8,1.73,2020-11-25 03:48:00,2020-11-25 05:32:00,0.023882,7.81
1955,160.23,160.53,1.73,2020-11-25 05:32:00,2020-11-25 07:16:00,0.02339,7.069
1955,161.96,162.27,1.73,2020-11-25 07:16:00,2020-11-25 09:00:00,0.02428,6.425
1956,1.73,1.7333,1.73,2020-11-25 13:48:00,2020-11-25 15:32:00,0.53899,7.397
1956,3.46,3.4667,1.73,2020-11-25 15:32:00,2020-11-25 17:16:00,1.081,7.907
1956,5.19,5.2,1.73,2020-11-25 17:16:00,2020-11-25 19:00:00,1.0775,8.08
1956,6.92,6.9333,1.73,2020-11-25 19:00:00,2020-11-25 20:44:00,1.0482,7.892
1956,8.65,8.6667,1.73,2020-11-25 20:44:00,2020-11-25 22:28:00,1.0024,7.954
1956,10.38,10.4,1.73,2020-11-25 22:28:00,2020-11-26 00:12:00,0.88121,7.903
1956,12.11,12.133,1.73,2020-11-26 00:12:00,2020-11-26 01:56:00,0.77636,8.07
1956,13.84,13.867,1.73,2020-11-26 01:56:00,2020-11-26 03:40:00,0.70806,8.31
1956,15.57,15.6,1.73,2020-11-26 03:40:00,2020-11-26 05:24:00,0.65637,8.88
1956,17.3,17.333,1.73,2020-11-26 05:24:00,2020-11-26 07:08:00,0.58573,8.63
1956,19.03,19.067,1.73,2020-11-26 07:08:00,2020-11-26 08:52:00,0.49089,7.603
1956,20.76,20.8,1.73,2020-11-26 08:52:00,2020-11-26 10:36:00,0.47966,6.85
1956,22.49,22.533,1.73,2020-11-26 10:36:00,2020-11-26 12:20:00,0.49949,7.926
1956,24.22,24.267,1.73,2020-11-26 12:20:00,2020-11-26 14:04:00,0.46901,8.76
1956,25.95,26,1.73,2020-11-26 14:04:00,2020-11-26 15:48:00,0.41659,8.99
1956,27.68,27.733,1.73,2020-11-26 15:48:00,2020-11-26 17:32:00,0.33687,8.19
1956,29.41,29.467,1.73,2020-11-26 17:32:00,2020-11-26 19:16:00,0.28577,6.255
1956,31.14,31.2,1.73,2020-11-26 19:16:00,2020-11-26 21:00:00,0.27241,6.114
1956,32.87,32.933,1.73,2020-11-26 21:00:00,2020-11-26 22:44:00,0.22778,6.357
1956,34.6,34.667,1.73,2020-11-26 22:44:00,2020-11-27 00:28:00,0.1719,5.811
1956,36.33,36.4,1.73,2020-11-27 00:28:00,2020-11-27 02:12:00,0.14443,3.671
1956,38.06,38.133,1.73,2020-11-27 02:12:00,2020-11-27 03:56:00,0.12953,2.672
1956,39.79,39.867,1.73,2020-11-27 03:56:00,2020-11-27 05:40:00,0.1148,2.736
1956,41.52,41.6,1.73,2020-11-27 05:40:00,2020-11-27 07:24:00,0.10564,0.8
1956,43.25,43.333,1.73,2020-11-27 07:24:00,2020-11-27 09:08:00,0.099369,0.152
1956,44.98,45.067,1.73,2020-11-27 09:08:00,2020-11-27 10:52:00,0.13036,0.989
1956,46.71,46.8,1.73,2020-11-27 10:52:00,2020-11-27 12:36:00,0.16046,8.05
1956,48.44,48.533,1.73,2020-11-27 12:36:00,2020-11-27 14:20:00,0.12596,8.31
1956,50.17,50.267,1.73,2020-11-27 14:20:00,2020-11-27 16:04:00,0.08062,7.673
1956,51.9,52,1.73,2020-11-27 16:04:00,2020-11-27 17:48:00,0.060348,3.994
1956,53.63,53.733,1.73,2020-11-27 17:48:00,2020-11-27 19:32:00,0.049353,1.747
1956,55.36,55.467,1.73,2020-11-27 19:32:00,2020-11-27 21:16:00,0.042722,0.438
1956,57.09,57.2,1.73,2020-11-27 21:16:00,2020-11-27 23:00:00,0.020464,-1.011
1956,58.82,58.933,1.73,2020-11-27 23:00:00,2020-11-28 00:44:00,0,-0.584
1956,60.55,60.667,1.73,2020-11-28 00:44:00,2020-11-28 02:28:00,0.019465,-1.854
1956,62.28,62.4,1.73,2020-11-28 02:28:00,2020-11-28 04:12:00,0.033186,-1.77
1956,64.01,64.133,1.73,2020-11-28 04:12:00,2020-11-28 05:56:00,0.034208,-2.904
1956,65.74,65.867,1.73,2020-11-28 05:56:00,2020-11-28 07:40:00,0.040518,-1.642
1956,67.47,67.6,1.73,2020-11-28 07:40:00,2020-11-28 09:24:00,0.038212,-0.534
1956,69.2,69.333,1.73,2020-11-28 09:24:00,2020-11-28 11:08:00,0.036654,-0.401
1956,70.93,71.067,1.73,2020-11-28 11:08:00,2020-11-28 12:52:00,0.045665,1.349
1956,72.66,72.8,1.73,2020-11-28 12:52:00,2020-11-28 14:36:00,0.048546,2.746
1956,74.39,74.533,1.73,2020-11-28 14:36:00,2020-11-28 16:20:00,0.038777,1.843
1956,76.12,76.267,1.73,2020-11-28 16:20:00,2020-11-28 18:04:00,0.03462,1.507
1956,77.85,78,1.73,2020-11-28 18:04:00,2020-11-28 19:48:00,0.033367,1.455
1956,79.58,79.733,1.73,2020-11-28 19:48:00,2020-11-28 21:32:00,0.03266,1.463
1956,81.31,81.467,1.73,2020-11-28 21:32:00,2020-11-28 23:16:00,0.032269,1.733
1956,83.04,83.2,1.73,2020-11-28 23:16:00,2020-11-29 01:00:00,0.031167,1.976
1956,84.77,84.933,1.73,2020-11-29 01:00:00,2020-11-29 02:44:00,0.029782,2.179
1956,86.5,86.667,1.73,2020-11-29 02:44:00,2020-11-29 04:28:00,0.027949,1.84
1956,88.23,88.4,1.73,2020-11-29 04:28:00,2020-11-29 06:12:00,0.026017,1.594
1956,89.96,90.133,1.73,2020-11-29 06:12:00,2020-11-29 07:56:00,0.025196,1.299
1956,91.69,91.867,1.73,2020-11-29 07:56:00,2020-11-29 09:40:00,0.024944,1.219
1956,93.42,93.6,1.73,2020-11-29 09:40:00,2020-11-29 11:24:00,0.024393,1.376
1956,95.15,95.333,1.73,2020-11-29 11:24:00,2020-11-29 13:08:00,0.024169,1.63
1956,96.88,97.067,1.73,2020-11-29 13:08:00,2020-11-29 14:52:00,0.022634,1.719
1956,98.61,98.817,1.73,2020-11-29 14:52:00,2020-11-29 16:37:00,0.020461,1.582
1956,100.34,100.55,1.73,2020-11-29 16:37:00,2020-11-29 18:21:00,0.019585,1.101
1956,102.07,102.28,1.73,2020-11-29 18:21:00,2020-11-29 20:05:00,0.018303,0.999
1956,103.8,104.02,1.73,2020-11-29 20:05:00,2020-11-29 21:49:00,0.016228,0.931
1956,105.53,105.75,1.73,2020-11-29 21:49:00,2020-11-29 23:33:00,0.01563,0.7
1956,107.26,107.48,1.73,2020-11-29 23:33:00,2020-11-30 01:17:00,0.015189,0.644
1956,108.99,109.22,1.73,2020-11-30 01:17:00,2020-11-30 03:01:00,0.014206,0.529
1956,110.72,110.95,1.73,2020-11-30 03:01:00,2020-11-30 04:45:00,0.01214,-0.062
1956,112.45,112.68,1.73,2020-11-30 04:45:00,2020-11-30 06:29:00,0.011555,-0.687
1956,114.18,114.42,1.73,2020-11-30 06:29:00,2020-11-30 08:13:00,0.013424,-0.087
1956,115.91,116.15,1.73,2020-11-30 08:13:00,2020-11-30 09:57:00,0.014408,-0.057
1956,117.64,117.88,1.73,2020-11-30 09:57:00,2020-11-30 11:41:00,0.015913,0.408
1956,119.37,119.62,1.73,2020-11-30 11:41:00,2020-11-30 13:25:00,0.017675,1.661
1956,121.1,121.35,1.73,2020-11-30 13:25:00,2020-11-30 15:09:00,0.018432,3.094
1956,122.83,123.08,1.73,2020-11-30 15:09:00,2020-11-30 16:53:00,0.016854,3.472
1956,124.56,124.82,1.73,2020-11-30 16:53:00,2020-11-30 18:37:00,0.014926,1.872
1956,126.29,126.55,1.73,2020-11-30 18:37:00,2020-11-30 20:21:00,0.014154,1.458
1956,128.02,128.28,1.73,2020-11-30 20:21:00,2020-11-30 22:05:00,0.014097,1.304
1956,129.75,130.02,1.73,2020-11-30 22:05:00,2020-11-30 23:49:00,0.014902,1.589
1956,131.48,131.75,1.73,2020-11-30 23:49:00,2020-12-01 01:33:00,0.015236,2.146
1956,133.21,133.48,1.73,2020-12-01 01:33:00,2020-12-01 03:17:00,0.015266,2.514
1956,134.94,135.22,1.73,2020-12-01 03:17:00,2020-12-01 05:01:00,0.015886,2.545
1956,136.67,136.95,1.73,2020-12-01 05:01:00,2020-12-01 06:45:00,0.016166,2.652
1956,138.4,138.68,1.73,2020-12-01 06:45:00,2020-12-01 08:29:00,0.015886,2.723
1956,140.13,140.42,1.73,2020-12-01 08:29:00,2020-12-01 10:13:00,0.015386,2.868
1956,141.86,142.15,1.73,2020-12-01 10:13:00,2020-12-01 11:57:00,0.014749,3.251
1956,143.59,143.88,1.73,2020-12-01 11:57:00,2020-12-01 13:41:00,0.015534,3.732
1956,145.32,145.62,1.73,2020-12-01 13:41:00,2020-12-01 15:25:00,0.016455,4.118
1956,147.05,147.35,1.73,2020-12-01 15:25:00,2020-12-01 17:09:00,0.016245,4.415
1956,148.78,149.08,1.73,2020-12-01 17:09:00,2020-12-01 18:53:00,0.015363,4.566
1956,150.51,150.82,1.73,2020-12-01 18:53:00,2020-12-01 20:37:00,0.01473,4.765
1956,152.24,152.55,1.73,2020-12-01 20:37:00,2020-12-01 22:21:00,0.014549,4.441
1956,153.97,154.28,1.73,2020-12-01 22:21:00,2020-12-02 00:05:00,0.014164,4.211
1956,155.7,156.02,1.73,2020-12-02 00:05:00,2020-12-02 01:49:00,0.013368,3.919
1956,157.43,157.75,1.73,2020-12-02 01:49:00,2020-12-02 03:33:00,0.012017,3.991
1956,159.16,159.48,1.73,2020-12-02 03:33:00,2020-12-02 05:17:00,0.011022,3.978
1956,160.89,161.22,1.73,2020-12-02 05:17:00,2020-12-02 07:01:00,0.010441,3.982
1956,162.62,162.95,1.73,2020-12-02 07:01:00,2020-12-02 08:45:00,0.011505,3.775
1956,164.35,164.68,1.73,2020-12-02 08:45:00,2020-12-02 10:29:00,0.011276,3.64
1957,1.73,1.7333,1.73,2020-11-25 15:00:00,2020-11-25 16:44:00,0.59497,7.825
1957,3.46,3.4667,1.73,2020-11-25 16:44:00,2020-11-25 18:28:00,1.1683,8.13
1957,5.19,5.2,1.73,2020-11-25 18:28:00,2020-11-25 20:12:00,1.1253,7.985
1957,6.92,6.9333,1.73,2020-11-25 20:12:00,2020-11-25 21:56:00,1.0532,7.9
1957,8.65,8.6667,1.73,2020-11-25 21:56:00,2020-11-25 23:40:00,0.96117,7.895
1957,10.38,10.4,1.73,2020-11-25 23:40:00,2020-11-26 01:24:00,0.86989,7.988
1957,12.11,12.133,1.73,2020-11-26 01:24:00,2020-11-26 03:08:00,0.80476,8.28
1957,13.84,13.867,1.73,2020-11-26 03:08:00,2020-11-26 04:52:00,0.75132,8.66
1957,15.57,15.6,1.73,2020-11-26 04:52:00,2020-11-26 06:36:00,0.66509,9.2
1957,17.3,17.333,1.73,2020-11-26 06:36:00,2020-11-26 08:20:00,0.57246,7.696
1957,19.03,19.067,1.73,2020-11-26 08:20:00,2020-11-26 10:04:00,0.55417,7.141
1957,20.76,20.8,1.73,2020-11-26 10:04:00,2020-11-26 11:48:00,0.54932,7.346
1957,22.49,22.533,1.73,2020-11-26 11:48:00,2020-11-26 13:32:00,0.52657,8.63
1957,24.22,24.267,1.73,2020-11-26 13:32:00,2020-11-26 15:16:00,0.51158,9.09
1957,25.95,26,1.73,2020-11-26 15:16:00,2020-11-26 17:00:00,0.44367,8.59
1957,27.68,27.733,1.73,2020-11-26 17:00:00,2020-11-26 18:44:00,0.36232,6.798
1957,29.41,29.467,1.73,2020-11-26 18:44:00,2020-11-26 20:28:00,0.34473,5.415
1957,31.14,31.2,1.73,2020-11-26 20:28:00,2020-11-26 22:12:00,0.33371,6.231
1957,32.87,32.933,1.73,2020-11-26 22:12:00,2020-11-26 23:56:00,0.27668,6.341
1957,34.6,34.667,1.73,2020-11-26 23:56:00,2020-11-27 01:40:00,0.22108,4.172
1957,36.33,36.4,1.73,2020-11-27 01:40:00,2020-11-27 03:24:00,0.19648,3.051
1957,38.06,38.133,1.73,2020-11-27 03:24:00,2020-11-27 05:08:00,0.16988,2.54
1957,39.79,39.867,1.73,2020-11-27 05:08:00,2020-11-27 06:52:00,0.15281,1.083
1957,41.52,41.6,1.73,2020-11-27 06:52:00,2020-11-27 08:36:00,0.14699,0.324
1957,43.25,43.333,1.73,2020-11-27 08:36:00,2020-11-27 10:20:00,0.16581,0.297
1957,44.98,45.067,1.73,2020-11-27 10:20:00,2020-11-27 12:04:00,0.20442,5.704
1957,46.71,46.8,1.73,2020-11-27 12:04:00,2020-11-27 13:48:00,0.19065,7.988
1957,48.44,48.533,1.73,2020-11-27 13:48:00,2020-11-27 15:32:00,0.12599,8.36
1957,50.17,50.267,1.73,2020-11-27 15:32:00,2020-11-27 17:16:00,0.083453,5.372
1957,51.9,52,1.73,2020-11-27 17:16:00,2020-11-27 19:00:00,0.071538,1.818
1957,53.63,53.733,1.73,2020-11-27 19:00:00,2020-11-27 20:44:00,0.064766,1.343
1957,55.36,55.467,1.73,2020-11-27 20:44:00,2020-11-27 22:28:00,0.056867,0.351
1957,57.09,57.2,1.73,2020-11-27 22:28:00,2020-11-28 00:12:00,0.050738,-0.852
1957,58.82,58.933,1.73,2020-11-28 00:12:00,2020-11-28 01:56:00,0.048867,-1.383
1957,60.55,60.667,1.73,2020-11-28 01:56:00,2020-11-28 03:40:00,0.049925,-2.578
1957,62.28,62.4,1.73,2020-11-28 03:40:00,2020-11-28 05:24:00,0.047144,-2.76
1957,64.01,64.133,1.73,2020-11-28 05:24:00,2020-11-28 07:08:00,0.041941,-2.251
1957,65.74,65.867,1.73,2020-11-28 07:08:00,2020-11-28 08:52:00,0.038884,-0.534
1957,67.47,67.6,1.73,2020-11-28 08:52:00,2020-11-28 10:36:00,0.039098,-0.81
1957,69.2,69.333,1.73,2020-11-28 10:36:00,2020-11-28 12:20:00,0.062394,0.905
1957,70.93,71.067,1.73,2020-11-28 12:20:00,2020-11-28 14:04:00,0.062097,3.709
1957,72.66,72.8,1.73,2020-11-28 14:04:00,2020-11-28 15:48:00,0.036894,2.45
1957,74.39,74.533,1.73,2020-11-28 15:48:00,2020-11-28 17:32:00,0.031819,1.602
1957,76.12,76.267,1.73,2020-11-28 17:32:00,2020-11-28 19:16:00,0.030542,1.452
1957,77.85,78,1.73,2020-11-28 19:16:00,2020-11-28 21:00:00,0.02995,1.457
1957,79.58,79.733,1.73,2020-11-28 21:00:00,2020-11-28 22:44:00,0.029268,1.56
1957,81.31,81.467,1.73,2020-11-28 22:44:00,2020-11-29 00:28:00,0.027892,1.966
1957,83.04,83.2,1.73,2020-11-29 00:28:00,2020-11-29 02:12:00,0.025572,2.152
1957,84.77,84.933,1.73,2020-11-29 02:12:00,2020-11-29 03:56:00,0.024031,2.027
1957,86.5,86.667,1.73,2020-11-29 03:56:00,2020-11-29 05:40:00,0.022556,1.52
1957,88.23,88.4,1.73,2020-11-29 05:40:00,2020-11-29 07:24:00,0.020213,1.466
1957,89.96,90.133,1.73,2020-11-29 07:24:00,2020-11-29 09:08:00,0.019312,1.194
1957,91.69,91.867,1.73,2020-11-29 09:08:00,2020-11-29 10:52:00,0.020534,1.31
1957,93.42,93.6,1.73,2020-11-29 10:52:00,2020-11-29 12:36:00,0.019617,1.532
1957,95.15,95.333,1.73,2020-11-29 12:36:00,2020-11-29 14:20:00,0.017125,1.711
1957,96.88,97.067,1.73,2020-11-29 14:20:00,2020-11-29 16:04:00,0.016202,1.713
1957,98.61,98.817,1.73,2020-11-29 16:04:00,2020-11-29 17:49:00,0.016044,1.274
1957,100.34,100.55,1.73,2020-11-29 17:49:00,2020-11-29 19:33:00,0.014834,1.019
1957,102.07,102.28,1.73,2020-11-29 19:33:00,2020-11-29 21:17:00,0.012767,0.963
1957,103.8,104.02,1.73,2020-11-29 21:17:00,2020-11-29 23:01:00,0.013472,0.707
1957,105.53,105.75,1.73,2020-11-29 23:01:00,2020-11-30 00:45:00,0.012965,0.626
1957,107.26,107.48,1.73,2020-11-30 00:45:00,2020-11-30 02:29:00,0.010811,0.625
1957,108.99,109.22,1.73,2020-11-30 02:29:00,2020-11-30 04:13:00,0.0095195,0.532
1957,110.72,110.95,1.73,2020-11-30 04:13:00,2020-11-30 05:57:00,0.0092433,-0.511
1957,112.45,112.68,1.73,2020-11-30 05:57:00,2020-11-30 07:41:00,0.0095143,-0.058
1957,114.18,114.42,1.73,2020-11-30 07:41:00,2020-11-30 09:25:00,0.0095305,-0.063
1957,115.91,116.15,1.73,2020-11-30 09:25:00,2020-11-30 11:09:00,0.011253,0.187
1957,117.64,117.88,1.73,2020-11-30 11:09:00,2020-11-30 12:53:00,0.013723,1.061
1957,119.37,119.62,1.73,2020-11-30 12:53:00,2020-11-30 14:37:00,0.014361,2.441
1957,121.1,121.35,1.73,2020-11-30 14:37:00,2020-11-30 16:21:00,0.012135,3.39
1957,122.83,123.08,1.73,2020-11-30 16:21:00,2020-11-30 18:05:00,0.0098731,1.971
1957,124.56,124.82,1.73,2020-11-30 18:05:00,2020-11-30 19:49:00,0.0091136,1.637
1957,126.29,126.55,1.73,2020-11-30 19:49:00,2020-11-30 21:33:00,0.009552,1.274
1957,128.02,128.28,1.73,2020-11-30 21:33:00,2020-11-30 23:17:00,0.010915,1.501
1957,129.75,130.02,1.73,2020-11-30 23:17:00,2020-12-01 01:01:00,0.011885,1.99
1957,131.48,131.75,1.73,2020-12-01 01:01:00,2020-12-01 02:45:00,0.01289,2.401
1957,133.21,133.48,1.73,2020-12-01 02:45:00,2020-12-01 04:29:00,0.01395,2.544
1957,134.94,135.22,1.73,2020-12-01 04:29:00,2020-12-01 06:13:00,0.014247,2.63
1957,136.67,136.95,1.73,2020-12-01 06:13:00,2020-12-01 07:57:00,0.013883,2.722
1957,138.4,138.68,1.73,2020-12-01 07:57:00,2020-12-01 09:41:00,0.013763,2.807
1957,140.13,140.42,1.73,2020-12-01 09:41:00,2020-12-01 11:25:00,0.01337,3.068
1957,141.86,142.15,1.73,2020-12-01 11:25:00,2020-12-01 13:09:00,0.012923,3.633
1957,143.59,143.88,1.73,2020-12-01 13:09:00,2020-12-01 14:53:00,0.013621,4.021
1957,145.32,145.62,1.73,2020-12-01 14:53:00,2020-12-01 16:37:00,0.01382,4.332
1957,147.05,147.35,1.73,2020-12-01 16:37:00,2020-12-01 18:21:00,0.013322,4.44
1957,148.78,149.08,1.73,2020-12-01 18:21:00,2020-12-01 20:05:00,0.013507,4.8
1957,150.51,150.82,1.73,2020-12-01 20:05:00,2020-12-01 21:49:00,0.013831,4.544
1957,152.24,152.55,1.73,2020-12-01 21:49:00,2020-12-01 23:33:00,0.013462,4.221
1957,153.97,154.28,1.73,2020-12-01 23:33:00,2020-12-02 01:17:00,0.01282,4.023
1957,155.7,156.02,1.73,2020-12-02 01:17:00,2020-12-02 03:01:00,0.012151,3.983
1957,157.43,157.75,1.73,2020-12-02 03:01:00,2020-12-02 04:45:00,0.011701,3.954
1957,159.16,159.48,1.73,2020-12-02 04:45:00,2020-12-02 06:29:00,0.010575,3.964
1957,160.89,161.22,1.73,2020-12-02 06:29:00,2020-12-02 08:13:00,0.0096684,3.86
1957,162.62,162.95,1.73,2020-12-02 08:13:00,2020-12-02 09:57:00,0.0073759,3.693
1958,1.73,1.75,1.73,2020-11-25 15:16:00,2020-11-25 17:00:00,0.018809,7.912
1958,3.46,3.4833,1.73,2020-11-25 17:00:00,2020-11-25 18:44:00,0.013837,8.16
1958,5.19,5.2167,1.73,2020-11-25 18:44:00,2020-11-25 20:28:00,0.0064779,7.987
1958,6.92,6.95,1.73,2020-11-25 20:28:00,2020-11-25 22:12:00,0,7.999
1958,8.65,8.6833,1.73,2020-11-25 22:12:00,2020-11-25 23:56:00,0.0066362,7.841
1958,10.38,10.417,1.73,2020-11-25 23:56:00,2020-11-26 01:40:00,0.012575,8.03
1958,12.11,12.15,1.73,2020-11-26 01:40:00,2020-11-26 03:24:00,0.011716,8.3
1958,13.84,13.883,1.73,2020-11-26 03:24:00,2020-11-26 05:08:00,0.011449,8.72
1958,15.57,15.617,1.73,2020-11-26 05:08:00,2020-11-26 06:52:00,0.010147,8.88
1958,17.3,17.35,1.73,2020-11-26 06:52:00,2020-11-26 08:36:00,0.0044764,7.658
1958,19.03,19.083,1.73,2020-11-26 08:36:00,2020-11-26 10:20:00,0.0077099,6.947
1958,20.76,20.817,1.73,2020-11-26 10:20:00,2020-11-26 12:04:00,0.015271,7.585
1958,22.49,22.55,1.73,2020-11-26 12:04:00,2020-11-26 13:48:00,0.018008,8.43
1958,24.22,24.283,1.73,2020-11-26 13:48:00,2020-11-26 15:32:00,0.018625,9.02
1958,25.95,26.017,1.73,2020-11-26 15:32:00,2020-11-26 17:16:00,0.013126,8.45
1958,27.68,27.75,1.73,2020-11-26 17:16:00,2020-11-26 19:00:00,0.009508,6.367
1958,29.41,29.483,1.73,2020-11-26 19:00:00,2020-11-26 20:44:00,0.010618,5.778
1958,31.14,31.217,1.73,2020-11-26 20:44:00,2020-11-26 22:28:00,0.011415,6.249
1958,32.87,32.95,1.73,2020-11-26 22:28:00,2020-11-27 00:12:00,0.0089039,6.166
1958,34.6,34.683,1.73,2020-11-27 00:12:00,2020-11-27 01:56:00,0.0065457,4.093
1958,36.33,36.417,1.73,2020-11-27 01:56:00,2020-11-27 03:40:00,0.0058544,2.977
1958,38.06,38.15,1.73,2020-11-27 03:40:00,2020-11-27 05:24:00,0.0028547,2.621
1958,39.79,39.883,1.73,2020-11-27 05:24:00,2020-11-27 07:08:00,0,0.831
1958,41.52,41.617,1.73,2020-11-27 07:08:00,2020-11-27 08:52:00,0,0.331
1958,43.25,43.35,1.73,2020-11-27 08:52:00,2020-11-27 10:36:00,0.014174,0.259
1958,44.98,45.083,1.73,2020-11-27 10:36:00,2020-11-27 12:20:00,0.027565,7.329
1958,46.71,46.817,1.73,2020-11-27 12:20:00,2020-11-27 14:04:00,0.024855,8.69
1958,48.44,48.55,1.73,2020-11-27 14:04:00,2020-11-27 15:48:00,0.011464,8.4
1958,50.17,50.283,1.73,2020-11-27 15:48:00,2020-11-27 17:32:00,0,4.655
1958,51.9,52.017,1.73,2020-11-27 17:32:00,2020-11-27 19:16:00,0,1.718
1958,53.63,53.75,1.73,2020-11-27 19:16:00,2020-11-27 21:00:00,0,0.832
1958,55.36,55.483,1.73,2020-11-27 21:00:00,2020-11-27 22:44:00,0,-0.418
1958,57.09,57.217,1.73,2020-11-27 22:44:00,2020-11-28 00:28:00,0,-0.292
1958,58.82,58.95,1.73,2020-11-28 00:28:00,2020-11-28 02:12:00,0,-1.87
1958,60.55,60.683,1.73,2020-11-28 02:12:00,2020-11-28 03:56:00,0,-2.141
1958,62.28,62.417,1.73,2020-11-28 03:56:00,2020-11-28 05:40:00,0,-3.291
1958,64.01,64.15,1.73,2020-11-28 05:40:00,2020-11-28 07:24:00,0.0017842,-2.184
1958,65.74,65.883,1.73,2020-11-28 07:24:00,2020-11-28 09:08:00,0.004685,-0.551
1958,67.47,67.617,1.73,2020-11-28 09:08:00,2020-11-28 10:52:00,0.0077383,-0.608
1958,69.2,69.35,1.73,2020-11-28 10:52:00,2020-11-28 12:36:00,0.010982,1.181
1958,70.93,71.083,1.73,2020-11-28 12:36:00,2020-11-28 14:20:00,0.0061449,2.987
1958,72.66,72.817,1.73,2020-11-28 14:20:00,2020-11-28 16:04:00,0,2.329
1958,74.39,74.55,1.73,2020-11-28 16:04:00,2020-11-28 17:48:00,0.0030653,1.566
1958,76.12,76.283,1.73,2020-11-28 17:48:00,2020-11-28 19:32:00,0.0053417,1.478
1958,77.85,78.017,1.73,2020-11-28 19:32:00,2020-11-28 21:16:00,0.0055897,1.38
1958,79.58,79.75,1.73,2020-11-28 21:16:00,2020-11-28 23:00:00,0.0066919,1.727
1958,81.31,81.483,1.73,2020-11-28 23:00:00,2020-11-29 00:44:00,0.0071177,1.985
1958,83.04,83.217,1.73,2020-11-29 00:44:00,2020-11-29 02:28:00,0.00675,2.146
1958,84.77,84.95,1.73,2020-11-29 02:28:00,2020-11-29 04:12:00,0.0071063,1.904
1958,86.5,86.683,1.73,2020-11-29 04:12:00,2020-11-29 05:56:00,0.0079086,1.535
1958,88.23,88.417,1.73,2020-11-29 05:56:00,2020-11-29 07:40:00,0.007892,1.361
1958,89.96,90.15,1.73,2020-11-29 07:40:00,2020-11-29 09:24:00,0.008128,1.226
1958,91.69,91.883,1.73,2020-11-29 09:24:00,2020-11-29 11:08:00,0.0084618,1.389
1958,93.42,93.617,1.73,2020-11-29 11:08:00,2020-11-29 12:52:00,0.0090574,1.644
1958,95.15,95.35,1.73,2020-11-29 12:52:00,2020-11-29 14:36:00,0.0088974,1.73
1958,96.88,97.083,1.73,2020-11-29 14:36:00,2020-11-29 16:20:00,0.0079785,1.634
1958,98.61,98.833,1.73,2020-11-29 16:20:00,2020-11-29 18:05:00,0.0077043,1.227
1958,100.34,100.57,1.73,2020-11-29 18:05:00,2020-11-29 19:49:00,0.0079061,1.034
1958,102.07,102.3,1.73,2020-11-29 19:49:00,2020-11-29 21:33:00,0.0073451,1.036
1958,103.8,104.03,1.73,2020-11-29 21:33:00,2020-11-29 23:17:00,0.0066957,0.727
1958,105.53,105.77,1.73,2020-11-29 23:17:00,2020-11-30 01:01:00,0.0055558,0.653
1958,107.26,107.5,1.73,2020-11-30 01:01:00,2020-11-30 02:45:00,0.0041203,0.592
1958,108.99,109.23,1.73,2020-11-30 02:45:00,2020-11-30 04:29:00,0.0046636,0.166
1958,110.72,110.97,1.73,2020-11-30 04:29:00,2020-11-30 06:13:00,0.0056515,-0.61
1958,112.45,112.7,1.73,2020-11-30 06:13:00,2020-11-30 07:57:00,0.0056118,-0.066
1958,114.18,114.43,1.73,2020-11-30 07:57:00,2020-11-30 09:41:00,0.0058476,-0.06
1958,115.91,116.17,1.73,2020-11-30 09:41:00,2020-11-30 11:25:00,0.0071095,0.281
